node,node_type,pagerank,betweenness,in_degree
personal datum for tv,Category,0.0004121427876784072,0.0,2
configuration datum,Category,0.0004121427876784072,0.0,2
credit report,Category,0.0004121427876784072,0.0,2
status,Category,0.0004121427876784072,0.0,2
datum about device,Category,0.0004121427876784072,0.0,2
personal information collect via consumer connect site to member be,Category,0.0004121427876784072,0.0,2
information on action we have,Category,0.0004121427876784072,0.0,2
most information about you,Category,0.0004121427876784072,0.0,2
note relate to support provide to,Category,0.0004121427876784072,0.0,2
memory state of device,Category,0.0004121427876784072,0.0,2
personal information for purpose mention,Category,0.0004121427876784072,0.0,2
record of correspondence,Category,0.0004121427876784072,0.0,2
minimum personal datum,Category,0.0004121427876784072,0.0,2
system,Category,0.0004121427876784072,0.0,2
information about individual from third party source as,Category,0.0004121427876784072,0.0,2
information from enterprise user,Category,0.0004121427876784072,0.0,2
personal datum for business purpose list,Category,0.0004121427876784072,0.0,2
personal datum within water,Category,0.0004121427876784072,0.0,2
information you provide we with advertising,Category,0.0004121427876784072,0.0,2
information relate to registration in event,Category,0.0004121427876784072,0.0,2
unique id,Category,0.0004121427876784072,0.0,2
information verify identity where necessary,Category,0.0004121427876784072,0.0,2
personal information in computer backup,Category,0.0004121427876784072,0.0,2
piece of information about you,Category,0.0004121427876784072,0.0,2
information you submit to we,Category,0.0004121427876784072,0.0,2
device specific information,Category,0.0004121427876784072,0.0,2
individual demographic information,Category,0.0004121427876784072,0.0,2
preference information,Category,0.0004121427876784072,0.0,2
crash datum generate,Category,0.0004121427876784072,0.0,2
personal information for purpose be,Category,0.0004121427876784072,0.0,2
personal information use automate human method,Category,0.0004121427876784072,0.0,2
personalized advice,Category,0.0004121427876784072,0.0,2
prediction,Category,0.0004121427876784072,0.0,2
recommendation,Category,0.0004121427876784072,0.0,2
personal information with third party who provide feature,Category,0.0004121427876784072,0.0,2
personal information with collection agency,Category,0.0004121427876784072,0.0,2
sensitive personal information provide for minimum period of time require,Category,0.0004121427876784072,0.0,2
sensitive personal information with security control as,Category,0.0004121427876784072,0.0,2
record of relationship,Category,0.0004121427876784072,0.0,2
record for legal,Category,0.0004121427876784072,0.0,2
anonymous aggregate website traffic,Category,0.0004121427876784072,0.0,2
personal information with third party advertising company with we contract in order support targeted advertising program we offer,Category,0.0004121427876784072,0.0,2
information with third party service provider,Category,0.0004121427876784072,0.0,2
detail about privacy practice,Category,0.0004121427876784072,0.0,2
product usage,Category,0.0004121427876784072,0.0,2
information with coinbase company,Category,0.0004121427876784072,0.0,2
wallet address,Category,0.0004121427876784072,0.0,2
information about you as basic customer information,Category,0.0004121427876784072,0.0,2
audio recording of meeting you attend with ptc,Category,0.0004121427876784072,0.0,2
cctv footage for safety of ptc,Category,0.0004121427876784072,0.0,2
swiss u.s. data,Category,0.0004121427876784072,0.0,2
information we collect for purpose,Category,0.0004121427876784072,0.0,2
personal information with commercially reasonable information technology,Category,0.0004121427876784072,0.0,2
archival copy of information you request,Category,0.0004121427876784072,0.0,2
personal information provide in verification process,Category,0.0004121427876784072,0.0,2
sign document from agent authorize agent,Category,0.0004121427876784072,0.0,2
information from information service provide demographic information to we,Category,0.0004121427876784072,0.0,2
information from government agency include from tax agency as tax filing confirmation from irs,Category,0.0004121427876784072,0.0,2
information about computer browser type system,Category,0.0004121427876784072,0.0,2
standard server log information,Category,0.0004121427876784072,0.0,2
statistical information about,Category,0.0004121427876784072,0.0,2
information you send to we,Category,0.0004121427876784072,0.0,2
audio recording of call,Category,0.0004121427876784072,0.0,2
information about online application you use,Category,0.0004121427876784072,0.0,2
information from social medium,Category,0.0004121427876784072,0.0,2
web server log,Category,0.0004121427876784072,0.0,2
personal information from affiliate,Category,0.0004121427876784072,0.0,2
third party information,Category,0.0004121427876784072,0.0,2
personal information from customer who purchase gift card for you from merchant with whom we do business,Category,0.0004121427876784072,0.0,2
information enhance,Category,0.0004121427876784072,0.0,2
personal information provide to we,Category,0.0004121427876784072,0.0,2
personal information comply with legal obligation,Category,0.0004121427876784072,0.0,2
communication for training,Category,0.0004121427876784072,0.0,2
option object to call record,Category,0.0004121427876784072,0.0,2
personalize content base upon to extent,Category,0.0004121427876784072,0.0,2
personal information deidentifie,Category,0.0004121427876784072,0.0,2
datum on technical interest of site visitor,Category,0.0004121427876784072,0.0,2
measurement relate to health,Category,0.0004121427876784072,0.0,2
reproductive information,Category,0.0004121427876784072,0.0,2
datum identify consumer seek health care service,Category,0.0004121427876784072,0.0,2
relate datum derive,Category,0.0004121427876784072,0.0,2
authorize legal representative,Category,0.0004121427876784072,0.0,2
service logs in a,Category,0.0004121427876784072,0.0,2
information from source,Category,0.0004121427876784072,0.0,2
information from government source,Category,0.0004121427876784072,0.0,2
tokenized payment detail,Category,0.0004121427876784072,0.0,2
meeting you have,Category,0.0004121427876784072,0.0,2
global privacy control signals,Category,0.0004121427876784072,0.0,2
use industry standard gpc signals,Category,0.0004121427876784072,0.0,2
personal information for legitimate business purpose,Category,0.0004121427876784072,0.0,2
information verify identify,Category,0.0004121427876784072,0.0,2
information you request,Category,0.0004121427876784072,0.0,2
call recording for quality assurance purpose,Category,0.0004121427876784072,0.0,2
digital photo,Category,0.0004121427876784072,0.0,2
social medium identifier,Category,0.0004121427876784072,0.0,2
transfer of personal information,Category,0.0004121427876784072,0.0,2
datum about website you visit,Category,0.0004121427876784072,0.0,2
record of purchase by physician customer,Category,0.0004121427876784072,0.0,2
information from vendor,Category,0.0004121427876784072,0.0,2
personal information for legal enforcement purpose,Category,0.0004121427876784072,0.0,2
datum about you be,Category,0.0004121427876784072,0.0,2
information about response to email,Category,0.0004121427876784072,0.0,2
personal data we have legitimate interest,Category,0.0004121427876784072,0.0,2
information you provide via chat feature include transcript of conversation with customer service representative,Category,0.0004121427876784072,0.0,2
personal information list in capacity as service provider to customer,Category,0.0004121427876784072,0.0,2
information about relevant loan,Category,0.0004121427876784072,0.0,2
information pertain to salary,Category,0.0004121427876784072,0.0,2
screen name,Category,0.0004121427876784072,0.0,2
personal information to service provider,Category,0.0004121427876784072,0.0,2
research datum,Category,0.0004121427876784072,0.0,2
response,Category,0.0004121427876784072,0.0,2
personal information relate to participation in event,Category,0.0004121427876784072,0.0,2
privacy statement for product,Category,0.0004121427876784072,0.0,2
personal information within intuit group company,Category,0.0004121427876784072,0.0,2
bookkeeping detail,Category,0.0004121427876784072,0.0,2
recommendation from credit karma,Category,0.0004121427876784072,0.0,2
information about question you ask,Category,0.0004121427876784072,0.0,2
business connection datum,Category,0.0004121427876784072,0.0,2
personal information obtain from third party,Category,0.0004121427876784072,0.0,2
free credit report,Category,0.0004121427876784072,0.0,2
detail of product you purchase from we,Category,0.0004121427876784072,0.0,2
online account information,Category,0.0004121427876784072,0.0,2
copy of information for archival purpose,Category,0.0004121427876784072,0.0,2
datum concern,Category,0.0004121427876784072,0.0,2
personal information submit for organization purchase product,Category,0.0004121427876784072,0.0,2
personal information with third party not list,Category,0.0004121427876784072,0.0,2
personal information collect with parent,Category,0.0004121427876784072,0.0,2
sensitive personal information you provide,Category,0.0004121427876784072,0.0,2
personal information for purpose describe in privacy statement,Category,0.0004121427876784072,0.0,2
personal information with third party partner who send you,Category,0.0004121427876784072,0.0,2
personal information with service provider as host,Category,0.0004121427876784072,0.0,2
personal information with western digital affiliate company,Category,0.0004121427876784072,0.0,2
customer datum,Category,0.0004121427876784072,0.0,2
link,Category,0.0004121427876784072,0.0,2
cctv,Category,0.0004121427876784072,0.0,2
preference in,Category,0.0004121427876784072,0.0,2
marketing datum,Category,0.0004121427876784072,0.0,2
browsing information about visitor,Category,0.0004121427876784072,0.0,2
historical information,Category,0.0004121427876784072,0.0,2
comment,Category,0.0004121427876784072,0.0,2
information with social medium,Category,0.0004121427876784072,0.0,2
customer insight,Category,0.0004121427876784072,0.0,2
product recommendation,Category,0.0004121427876784072,0.0,2
size,Category,0.0004121427876784072,0.0,2
individual communicate with gilead,Category,0.0004121427876784072,0.0,2
information about gilead program with you engage,Category,0.0004121427876784072,0.0,2
detail about interaction with you,Category,0.0004121427876784072,0.0,2
information regard circumstance create conflict of interest,Category,0.0004121427876784072,0.0,2
clinical information update,Category,0.0004121427876784072,0.0,2
record of information,Category,0.0004121427876784072,0.0,2
personal information for marketing purpose,Category,0.0004121427876784072,0.0,2
threat intelligence datum,Category,0.0004121427876784072,0.0,2
datum storage,Category,0.0004121427876784072,0.0,2
security datum,Category,0.0004121427876784072,0.0,2
diagnostic information,Category,0.0004121427876784072,0.0,2
pseudonymous datum with advertising network,Category,0.0004121427876784072,0.0,2
personal information about individual we not have from for,Category,0.0004121427876784072,0.0,2
information relate to services,Category,0.0004121427876784072,0.0,2
relate information we require fall outside scope of privacy statement,Category,0.0004121427876784072,0.0,2
personal information with company own,Category,0.0004121427876784072,0.0,2
different information relate to processing of personal information,Category,0.0004121427876784072,0.0,2
personal datum base on legitimate interest,Category,0.0004121427876784072,0.0,2
personal information with third party for business purpose,Category,0.0004121427876784072,0.0,2
credential in combination with required security,Category,0.0004121427876784072,0.0,2
account log in,Category,0.0004121427876784072,0.0,2
personal information provide in opt request review,Category,0.0004121427876784072,0.0,2
personal information about healthcare professional,Category,0.0004121427876784072,0.0,2
ii personal information of healthcare provider involve in clinical trial healthcare provider provide safety information,Category,0.0004121427876784072,0.0,2
personal information with gilead group company,Category,0.0004121427876784072,0.0,2
above personal information for business purpose,Category,0.0004121427876784072,0.0,2
information from business partner,Category,0.0004121427876784072,0.0,2
information we collect for marketing purpose,Category,0.0004121427876784072,0.0,2
information we collect about you on website,Category,0.0004121427876784072,0.0,2
information exchange during phone conversation,Category,0.0004121427876784072,0.0,2
badge with photo identification,Category,0.0004121427876784072,0.0,2
personal information on computer in united states,Category,0.0004121427876784072,0.0,2
career datum,Category,0.0004121427876784072,0.0,2
technical usage information,Category,0.0004121427876784072,0.0,2
fastlane profile information with participate partners,Category,0.0004121427876784072,0.0,2
content of message you send to we,Category,0.0004121427876784072,0.0,2
datum about interaction with website,Category,0.0004121427876784072,0.0,2
inference draw from personal information about individual web page you view,Category,0.0004121427876784072,0.0,2
personal datum about third party,Category,0.0004121427876784072,0.0,2
information regard your,Category,0.0004121427876784072,0.0,2
number assign to computer,Category,0.0004121427876784072,0.0,2
insight,Category,0.0004121427876784072,0.0,2
action tag,Category,0.0004121427876784072,0.0,2
personal datum about number of,Category,0.0004121427876784072,0.0,2
personal datum about individual be,Category,0.0004121427876784072,0.0,2
good working,Category,0.0004121427876784072,0.0,2
personal datum of,Category,0.0004121427876784072,0.0,2
experience customer come,Category,0.0004121427876784072,0.0,2
warranty,Category,0.0004121427876784072,0.0,2
capital,Category,0.0004121427876784072,0.0,2
information for california,Category,0.0004121427876784072,0.0,2
information we collect with corporate affiliate,Category,0.0004121427876784072,0.0,2
personal datum for backup,Category,0.0004121427876784072,0.0,2
personal datum relate to child under year of age you choose,Category,0.0004121427876784072,0.0,2
global positioning system,Category,0.0004121427876784072,0.0,2
name information from visa participate digital wallet for purpose of processing payment transaction between,Category,0.0004121427876784072,0.0,2
personal information method detail,Category,0.0004121427876784072,0.0,2
image identify you through,Category,0.0004121427876784072,0.0,2
payment method,Category,0.0004121427876784072,0.0,2
main type,Category,0.0004121427876784072,0.0,2
script,Category,0.0004121427876784072,0.0,2
anonymous aggregated dataset,Category,0.0004121427876784072,0.0,2
information from source verify licensure status of veterinarian who register on website,Category,0.0004121427876784072,0.0,2
statistical information about use of services,Category,0.0004121427876784072,0.0,2
category of personal datum,Category,0.0004121427876784072,0.0,2
personal datum of health care professional,Category,0.0004121427876784072,0.0,2
information fulfill purpose describe,Category,0.0004121427876784072,0.0,2
information for purpose describe in privacy policy,Category,0.0004121427876784072,0.0,2
information about site use,Category,0.0004121427876784072,0.0,2
social medium cookies link to button on social medium,Category,0.0004121427876784072,0.0,2
personal information process,Category,0.0004121427876784072,0.0,2
inference draw from personal information,Category,0.0004121427876784072,0.0,2
information provide with information we have in record,Category,0.0004121427876784072,0.0,2
personal information with outside service provider,Category,0.0004121427876784072,0.0,2
datum about use of site,Category,0.0004121427876784072,0.0,2
datum you choose,Category,0.0004121427876784072,0.0,2
sensitive personal information for purpose not subject,Category,0.0004121427876784072,0.0,2
personal information from third party social medium platform,Category,0.0004121427876784072,0.0,2
personal information from employer,Category,0.0004121427876784072,0.0,2
personal information from service provider,Category,0.0004121427876784072,0.0,2
personal information from government agency,Category,0.0004121427876784072,0.0,2
personal information from consumer reporting,Category,0.0004121427876784072,0.0,2
statistical information about use of service,Category,0.0004121427876784072,0.0,2
information about retention,Category,0.0004121427876784072,0.0,2
request consistent,Category,0.0004121427876784072,0.0,2
specific datum processing information,Category,0.0004121427876784072,0.0,2
information regard interaction with internet website,Category,0.0004121427876784072,0.0,2
usage information relate to chatbot interaction as content you view,Category,0.0004121427876784072,0.0,2
non - exempt datum,Category,0.0004121427876784072,0.0,2
password hint information,Category,0.0004121427876784072,0.0,2
log information,Category,0.0004121427876784072,0.0,2
information among affiliate,Category,0.0004121427876784072,0.0,2
opt option,Category,0.0004121427876784072,0.0,2
list of third,Category,0.0004121427876784072,0.0,2
information regard gender identity,Category,0.0004121427876784072,0.0,2
detail of share you hold as number of share,Category,0.0004121427876784072,0.0,2
datum we collect on aggregate basis for business purpose where permissible,Category,0.0004121427876784072,0.0,2
personal information with member of goldman sachs family of company,Category,0.0004121427876784072,0.0,2
datum we collect on aggregate,Category,0.0004121427876784072,0.0,2
track of activity,Category,0.0004121427876784072,0.0,2
datum collect through they,Category,0.0004121427876784072,0.0,2
personal information about customer,Category,0.0004121427876784072,0.0,2
store information about user preference,Category,0.0004121427876784072,0.0,2
information of healthcare professional,Category,0.0004121427876784072,0.0,2
available personal information to third party platform we use,Category,0.0004121427876784072,0.0,2
personal information for purpose set,Category,0.0004121427876784072,0.0,2
personal information under applicable law,Category,0.0004121427876784072,0.0,2
available personal information to third party,Category,0.0004121427876784072,0.0,2
statistical information about use of websites,Category,0.0004121427876784072,0.0,2
specific information about individual right,Category,0.0004121427876784072,0.0,2
different category of information for different period of time,Category,0.0004121427876784072,0.0,2
relate information about you,Category,0.0004121427876784072,0.0,2
for professional information,Category,0.0004121427876784072,0.0,2
information about use of sites,Category,0.0004121427876784072,0.0,2
customer support,Category,0.0004121427876784072,0.0,2
optional identifier,Category,0.0004121427876784072,0.0,2
personal datum for business need,Category,0.0004121427876784072,0.0,2
information about job role,Category,0.0004121427876784072,0.0,2
relationship with end users,Category,0.0004121427876784072,0.0,2
information of type describe in section title,Category,0.0004121427876784072,0.0,2
information reveal health information as,Category,0.0004121427876784072,0.0,2
information we collect for own research purpose include,Category,0.0004121427876784072,0.0,2
testimonial,Category,0.0004121427876784072,0.0,2
controller for datum,Category,0.0004121427876784072,0.0,2
different service quality,Category,0.0004121427876784072,0.0,2
personal information for everyday business purpose,Category,0.0004121427876784072,0.0,2
data privacy hotline,Category,0.0004121427876784072,0.0,2
important information,Category,0.0004121427876784072,0.0,2
personal datum about individual from source describe,Category,0.0004121427876784072,0.0,2
information from party,Category,0.0004121427876784072,0.0,2
few example for source,Category,0.0004121427876784072,0.0,2
application information,Category,0.0004121427876784072,0.0,2
snapshot privacy statement,Category,0.0004121427876784072,0.0,2
ibmid information,Category,0.0004121427876784072,0.0,2
opt electronic preference signal,Category,0.0004121427876784072,0.0,2
personal information base on one,Category,0.0004121427876784072,0.0,2
spi collect about you for business,Category,0.0004121427876784072,0.0,2
write proof,Category,0.0004121427876784072,0.0,2
title position,Category,0.0004121427876784072,0.0,2
personal information among affiliate for business,Category,0.0004121427876784072,0.0,2
sensory datum,Category,0.0004121427876784072,0.0,2
datum from public source include,Category,0.0004121427876784072,0.0,2
information from industry group,Category,0.0004121427876784072,0.0,2
personal information to government official,Category,0.0004121427876784072,0.0,2
job applicant,Category,0.0004121427876784072,0.0,2
personal data you choose,Category,0.0004121427876784072,0.0,2
health datum for clinical trial,Category,0.0004121427876784072,0.0,2
nonpublic personal information you provide to market service to you in future,Category,0.0004121427876784072,0.0,2
consumer report information among prudential company include information about you from credit report,Category,0.0004121427876784072,0.0,2
network speed,Category,0.0004121427876784072,0.0,2
mobile country code,Category,0.0004121427876784072,0.0,2
information relate to performance of device,Category,0.0004121427876784072,0.0,2
information in research program,Category,0.0004121427876784072,0.0,2
personal information in connection with service,Category,0.0004121427876784072,0.0,2
information content view,Category,0.0004121427876784072,0.0,2
information collect for purpose set in privacy,Category,0.0004121427876784072,0.0,2
mobile data,Category,0.0004121427876784072,0.0,2
information we collect about you with aflac corporate,Category,0.0004121427876784072,0.0,2
information to person identify in our,Category,0.0004121427876784072,0.0,2
personal information about california,Category,0.0004121427876784072,0.0,2
registration for course,Category,0.0004121427876784072,0.0,2
transactional data,Category,0.0004121427876784072,0.0,2
inferred data,Category,0.0004121427876784072,0.0,2
information about customer of client,Category,0.0004121427876784072,0.0,2
audiovisual data,Category,0.0004121427876784072,0.0,2
information we receive,Category,0.0004121427876784072,0.0,2
general demographic information about site user,Category,0.0004121427876784072,0.0,2
financial transaction,Category,0.0004121427876784072,0.0,2
activity on website,Category,0.0004121427876784072,0.0,2
event management,Category,0.0004121427876784072,0.0,2
information relate to sensitive personal information,Category,0.0004121427876784072,0.0,2
information to you,Category,0.0004121427876784072,0.0,2
information in manner,Category,0.0004121427876784072,0.0,2
industry standard informed consent form,Category,0.0004121427876784072,0.0,2
photographs,Category,0.0004121427876784072,0.0,2
video footage,Category,0.0004121427876784072,0.0,2
california personal information about you,Category,0.0004121427876784072,0.0,2
california personal information for business purpose describe above,Category,0.0004121427876784072,0.0,2
personal datum about individual who not interact with we,Category,0.0004121427876784072,0.0,2
contact preferences,Category,0.0004121427876784072,0.0,2
preference limit use of sensitive personal information,Category,0.0004121427876784072,0.0,2
personal information about child from parent guardian,Category,0.0004121427876784072,0.0,2
non - public personal information with franklin templeton company,Category,0.0004121427876784072,0.0,2
personal information we obtain to,Category,0.0004121427876784072,0.0,2
relevant information for hospitality,Category,0.0004121427876784072,0.0,2
purposes.| |information,Category,0.0004121427876784072,0.0,2
unique identification number,Category,0.0004121427876784072,0.0,2
datum about customer,Category,0.0004121427876784072,0.0,2
information for period necessary,Category,0.0004121427876784072,0.0,2
information about asset under management,Category,0.0004121427876784072,0.0,2
information regard appeal process,Category,0.0004121427876784072,0.0,2
personal information collect after november,Category,0.0004121427876784072,0.0,2
policy holder,Category,0.0004121427876784072,0.0,2
livecommunity,Category,0.0004121427876784072,0.0,2
nonpublic personal information,Category,0.0004121427876784072,0.0,2
sweepstake,Category,0.0004121427876784072,0.0,2
personal information from third party we combine with personal information we collect from individual,Category,0.0004121427876784072,0.0,2
information about reason for inquiry,Category,0.0004121427876784072,0.0,2
information about authorized user of product,Category,0.0004121427876784072,0.0,2
datum privacy information,Category,0.0004121427876784072,0.0,2
information improve business operation,Category,0.0004121427876784072,0.0,2
marketing preference,Category,0.0004121427876784072,0.0,2
information investigate malicious activity for support purpose,Category,0.0004121427876784072,0.0,2
child name,Category,0.0004121427876784072,0.0,2
personal datum connect to payment card,Category,0.0004121427876784072,0.0,2
information with organizational client,Category,0.0004121427876784072,0.0,2
rfid information,Category,0.0004121427876784072,0.0,2
information regard,Category,0.0004121427876784072,0.0,2
information connect to website visit,Category,0.0004121427876784072,0.0,2
content be,Category,0.0004121427876784072,0.0,2
contest,Category,0.0004121427876784072,0.0,2
pseudonymize datum for secondary purpose,Category,0.0004121427876784072,0.0,2
datum about visit,Category,0.0004121427876784072,0.0,2
number of visitor to site,Category,0.0004121427876784072,0.0,2
information on server locate in united states,Category,0.0004121427876784072,0.0,2
flash lso,Category,0.0004121427876784072,0.0,2
information describe above in combination with information we obtain as,Category,0.0004121427876784072,0.0,2
information about threat,Category,0.0004121427876784072,0.0,2
information describe,Category,0.0004121427876784072,0.0,2
information with affiliate help we with activity describe in privacy policy,Category,0.0004121427876784072,0.0,2
health care outcomes analysis,Category,0.0004121427876784072,0.0,2
sufficient information,Category,0.0004121427876784072,0.0,2
information about job applicant from several source,Category,0.0004121427876784072,0.0,2
publicly available information on social medium platform,Category,0.0004121427876784072,0.0,2
basic information from former employee about employment at ibm,Category,0.0004121427876784072,0.0,2
claim,Category,0.0004121427876784072,0.0,2
information about business operation,Category,0.0004121427876784072,0.0,2
information regard connection,Category,0.0004121427876784072,0.0,2
contractual relationship information with,Category,0.0004121427876784072,0.0,2
contractual relationship information for administrative purpose,Category,0.0004121427876784072,0.0,2
ibmid,Category,0.0004121427876784072,0.0,2
personal information of applicant base on legitimate interest source suitable talent,Category,0.0004121427876784072,0.0,2
personal information for credit protection be,Category,0.0004121427876784072,0.0,2
personal datum you choose,Category,0.0004121427876784072,0.0,2
information relate to product,Category,0.0004121427876784072,0.0,2
information you provide for datum analysis,Category,0.0004121427876784072,0.0,2
datum base on personal information,Category,0.0004121427876784072,0.0,2
flash local shared objects,Category,0.0004121427876784072,0.0,2
personal information about california resident,Category,0.0004121427876784072,0.0,2
information about spouse,Category,0.0004121427876784072,0.0,2
identifiers.|disclosure for business purpose service provider reinsurers,Category,0.0004121427876784072,0.0,2
information about retiree for,Category,0.0004121427876784072,0.0,2
employment datum,Category,0.0004121427876784072,0.0,2
information regard business purpose for we use datum,Category,0.0004121427876784072,0.0,2
card,Category,0.0004121427876784072,0.0,2
information we collect about website user,Category,0.0004121427876784072,0.0,2
information for online ad targeting,Category,0.0004121427876784072,0.0,2
datum with advertising platform,Category,0.0004121427876784072,0.0,2
sensitive personal datum where reasonably necessary,Category,0.0004121427876784072,0.0,2
information for reasonable period of time base on public interest official authority,Category,0.0004121427876784072,0.0,2
information for reasonable period of time base on particular interest,Category,0.0004121427876784072,0.0,2
datum of individual we think,Category,0.0004121427876784072,0.0,2
issue identification datum,Category,0.0004121427876784072,0.0,2
social medium username,Category,0.0004121427876784072,0.0,2
financial holding datum,Category,0.0004121427876784072,0.0,2
recorded voice,Category,0.0004121427876784072,0.0,2
usage statistic,Category,0.0004121427876784072,0.0,2
information gather from use of product,Category,0.0004121427876784072,0.0,2
information in use,Category,0.0004121427876784072,0.0,2
data feed,Category,0.0004121427876784072,0.0,2
sensitive personal information for permissible business purpose as,Category,0.0004121427876784072,0.0,2
record of communication,Category,0.0004121427876784072,0.0,2
actuarial analysis,Category,0.0004121427876784072,0.0,2
benchmark report,Category,0.0004121427876784072,0.0,2
information collect through website,Category,0.0004121427876784072,0.0,2
information track number of visitor we receive,Category,0.0004121427876784072,0.0,2
information about health,Category,0.0004121427876784072,0.0,2
sensitive information about you,Category,0.0004121427876784072,0.0,2
information about criminal record,Category,0.0004121427876784072,0.0,2
information about interaction with sites,Category,0.0004121427876784072,0.0,2
globally information about you,Category,0.0004121427876784072,0.0,2
patient personal information,Category,0.0004121427876784072,0.0,2
information we collect for purpose identify,Category,0.0004121427876784072,0.0,2
information about product we think,Category,0.0004121427876784072,0.0,2
different type of information,Category,0.0004121427876784072,0.0,2
request with controller business be,Category,0.0004121427876784072,0.0,2
different kind of personal information,Category,0.0004121427876784072,0.0,2
personal information with marketing agency,Category,0.0004121427876784072,0.0,2
minimum personal information,Category,0.0004121427876784072,0.0,2
electronic communication,Category,0.0004121427876784072,0.0,2
information about criminal conviction,Category,0.0004121427876784072,0.0,2
profile datum,Category,0.0004121427876784072,0.0,2
calendar event,Category,0.0004121427876784072,0.0,2
medium,Category,0.0004121427876784072,0.0,2
evidence have,Category,0.0004121427876784072,0.0,2
personal datum of employee,Category,0.0004121427876784072,0.0,2
tracker,Category,0.0004121427876784072,0.0,2
personal information for business,Category,0.0004121427876784072,0.0,2
information in line,Category,0.0004121427876784072,0.0,2
information you give to we in survey,Category,0.0004121427876784072,0.0,2
information with micron,Category,0.0004121427876784072,0.0,2
information across micron,Category,0.0004121427876784072,0.0,2
information with court,Category,0.0004121427876784072,0.0,2
information about creditworthiness with credit bureaus,Category,0.0004121427876784072,0.0,2
datum we collect from cookies,Category,0.0004121427876784072,0.0,2
important business update affect you,Category,0.0004121427876784072,0.0,2
educational material,Category,0.0004121427876784072,0.0,2
risk report,Category,0.0004121427876784072,0.0,2
information from third party datum provider background screening,Category,0.0004121427876784072,0.0,2
information relate to participation in launchpad program,Category,0.0004121427876784072,0.0,2
information from organization you represent,Category,0.0004121427876784072,0.0,2
device characteristic,Category,0.0004121427876784072,0.0,2
information about interaction with sites as,Category,0.0004121427876784072,0.0,2
information describe in privacy notice for purpose,Category,0.0004121427876784072,0.0,2
personal datum for security purpose,Category,0.0004121427876784072,0.0,2
personal informationfor,Category,0.0004121427876784072,0.0,2
biographical identifier,Category,0.0004121427876784072,0.0,2
datum offer administer,Category,0.0004121427876784072,0.0,2
installation,Category,0.0004121427876784072,0.0,2
hardware information,Category,0.0004121427876784072,0.0,2
network type,Category,0.0004121427876784072,0.0,2
feature datum,Category,0.0004121427876784072,0.0,2
detail of,Category,0.0004121427876784072,0.0,2
installation datum describe,Category,0.0004121427876784072,0.0,2
error datum,Category,0.0004121427876784072,0.0,2
error,Category,0.0004121427876784072,0.0,2
dataset collect,Category,0.0004121427876784072,0.0,2
|public image,Category,0.0004121427876784072,0.0,2
audio video,Category,0.0004121427876784072,0.0,2
information we collect for business purpose,Category,0.0004121427876784072,0.0,2
kind of personal information,Category,0.0004121427876784072,0.0,2
datum relate to company,Category,0.0004121427876784072,0.0,2
personal information you include in content you upload,Category,0.0004121427876784072,0.0,2
datum relate to use of service,Category,0.0004121427876784072,0.0,2
personal information relate to purchase in shopping cart,Category,0.0004121427876784072,0.0,2
information from webshop provider,Category,0.0004121427876784072,0.0,2
personal information for purpose describe in,Category,0.0004121427876784072,0.0,2
training evaluation form,Category,0.0004121427876784072,0.0,2
information on legal basis of processing of your,Category,0.0004121427876784072,0.0,2
datum encryption,Category,0.0004121427876784072,0.0,2
personal information enable service provider to,Category,0.0004121427876784072,0.0,2
information on applicable retention period from we,Category,0.0004121427876784072,0.0,2
datum access from microsoft,Category,0.0004121427876784072,0.0,2
email datum,Category,0.0004121427876784072,0.0,2
specific detail about,Category,0.0004121427876784072,0.0,2
website form,Category,0.0004121427876784072,0.0,2
specific piece of personal datum we collect about you in portable,Category,0.0004121427876784072,0.0,2
personal information we obtain about you for purpose set,Category,0.0004121427876784072,0.0,2
payment transaction,Category,0.0004121427876784072,0.0,2
personal information for fraud,Category,0.0004121427876784072,0.0,2
information about personal information,Category,0.0004121427876784072,0.0,2
ssl encryption,Category,0.0004121427876784072,0.0,2
online property,Category,0.0004121427876784072,0.0,2
personal information for fraud prevention purpose,Category,0.0004121427876784072,0.0,2
personal information in number of way,Category,0.0004121427876784072,0.0,2
nvidia account,Category,0.0004121427876784072,0.0,2
web response time,Category,0.0004121427876784072,0.0,2
error message,Category,0.0004121427876784072,0.0,2
history of content you have,Category,0.0004121427876784072,0.0,2
viewed.|we use content view history,Category,0.0004121427876784072,0.0,2
sensitive personal information about you,Category,0.0004121427876784072,0.0,2
information enable we to,Category,0.0004121427876784072,0.0,2
request history,Category,0.0004121427876784072,0.0,2
payment information with shipping vendor,Category,0.0004121427876784072,0.0,2
rating,Category,0.0004121427876784072,0.0,2
information about interactions.|we use email interaction datum,Category,0.0004121427876784072,0.0,2
user profle information,Category,0.0004121427876784072,0.0,2
amount of information,Category,0.0004121427876784072,0.0,2
personal information for fraud prevention,Category,0.0004121427876784072,0.0,2
information from public source,Category,0.0004121427876784072,0.0,2
limit personal information in submission to we,Category,0.0004121427876784072,0.0,2
information about mobile device,Category,0.0004121427876784072,0.0,2
information about interaction with,Category,0.0004121427876784072,0.0,2
information set,Category,0.0004121427876784072,0.0,2
information for purpose permit,Category,0.0004121427876784072,0.0,2
social medium plugin,Category,0.0004121427876784072,0.0,2
mention datum,Category,0.0004121427876784072,0.0,2
datum relate to health in context,Category,0.0004121427876784072,0.0,2
